vuln_id,severity,record_sha256,description_sha256
VE-0068,Critical,f40965a86ca8e86349b47b2fe353e6f4acde8c0f0b5ca74bc1b5c432a5a1d295,f7b01453fa36dc675a4c18fb17856f33ef81199759b226677ae1c80e71c0efe9
VE-0069,Critical,f716612ea6d85e6bbccc2b18a70900ad3cc4d6e558644eb9d3a3998473ae6e52,3cb627869814a081e8a309ccd5d5602a2334d317fc957a5bee89ad810f8f31ec
VE-0070,Critical,7e71a671502fc127bbe0b6866d48ead37468ef29d421b502deace21dd4334783,e178d6e140f3ce44c33d6927a76049073cde9f748073f12d422a782bcc9d7b79
VE-0071,Critical,fdb0dbee3e11aff666b8c089c18e3fa09106ba7ec7f1dc11c8f53e7ce345c71a,785b28facdb8a828576faed601774db78ee83634691d1efebd7a7dcee46b8190
VE-0072,Critical,fa463ec4875829e9deb6be14bbd35b9b2311e14f7a2c1b22ba8cd795f4f78504,7607dd32f0c9b98e9d5a8a5b686fe1690c753a086dea3fa132380194202f5f75
VE-0073,Critical,d94732928aaa91c38f5a330e3090d9811ec396d5ce06a91bca6bd27948b9f731,724b4cfc35ff2e7f6133ca7d1fecf01e0c30b506422215e2898295bcb7a74376
VE-0074,Critical,88b4955f4d679a568317983cc31c065178e9ca20a12a54276ab0ffb0a9f8b111,f639386a91bb1856ecd1a1c73d1e5f20f09a4c52647c10ca473f1bdf5882fec2
VE-0075,Critical,e0d5cf05c969589b93b9219f0c039ee74dd9a8a67e477376f8746fda7a7639a5,6d1b2d731b48f347f956911052d205bac4707abe9e14ec2e741cf6d81d3d1ac2
VE-0076,Critical,7e379c9eed41ec6d8e64fd31f45075450641bcb34cf5c788c9deb7123177cd8f,61f6c1541d034287008c1e6e1c1b6ca5cb013b31936519e2f5224457485cc5d7
VE-0077,Critical,2d55619879ec075402dfa318fc248965184b831305ebcc307f094c46138e6ab4,8215b769d27746416139194f1c39287889c07a2788e996366971c15cf54dd59b
VE-0078,Critical,72794ae8192679319c74cb9af126c79d6f06f1935ab8c463614b0ccbdb137b3d,7a20e14756a1d0858d95c7b7e5ea11eac59639f80c3407e5e5f70ebc5a5485e1
VE-0079,Critical,c6ac8b9633cb53058549af81311050fdc86726590c106b6f41c5c12905322176,78a87b2c7affee4720692c30d7b4f15d211cdc7f247880e16b9fa174ad98e4a9
VE-0080,Critical,3f5d79a7a398ddd1bdd8a814070b3df82e18c20b09a994cee5ff1c38a47f53fa,7f0174fbb6ca7c711b343e9c66e590f3c845164600fcfcdf7950844df358e94d
VE-0081,Critical,38924decc6e1cec011edb15d8677f9c562a24a49ce153abbbfca883c01c00872,df3c872888b37d9f676ad3d4574adf208179a6a64da19ea5c6db6d0b4159f526
VE-0082,Critical,af769b5bceefca3a58e9e8675455e3fec6ff73203bc5770610364546ac25aac7,25ebc60e258f97aaebde3718462042a931518dd8e28a1d42c2b58b2d0c901448
VE-0083,Critical,97757097eb45409685affe8786fd9352319b5f3dae7c892aff3ec15367642b48,559146aac272822861ca9e62c1da9f827e57282a52b9bf3ab1819ccdfb3c8ee1
VE-0084,Critical,9e6674e4f3484dd184c1af740f5982241e515e0d0817029991460f3369099f29,77ca3a7a2344419e71ad2da9fe7070cad063ca2b4e78923e5679c5fcc7517070
VE-0085,Critical,8e1581cc73db64de2352a82a2f6aa190f41bbd1ae725779547372d04cc8a59da,afc882804befdda138a5c98d3c8dde016d1d7e25e3a675defc1f4c3b050595f7
VE-0086,Critical,3d4fbd0b1ef12818b9f1b37297b063dd4f26ec91344cc22d21adbf57885afed8,73fd12b33c6cf0f49fa00aa75fe833ed96de82a713695e70c9a7f2af12a2141e
VE-0087,Critical,1ab29beb518f97d804f05f2f101ff7d9f168e1d55a738651c0a13ac216f56cc3,6de04eb511e804e8b1ec58d973a188720ab83191244c842bccb6cfbf6187504f
VE-0088,Critical,35c6920b58eb67fb82d5956cca64120f66a17d503dd261167cc117e3b4ffea99,c6fddace9f4710ccce71873d2201e05d4fa5340f8854e4298b9026b26bb26a5b
VE-0089,Critical,68747951d8254c55d8b350009360429ff1c3b6155e915ff0ca44829bbfe9f2f0,d8d540e424706d1434b00bb8b61f079fa3dcb86e5f43f5a7f78f3ae3a7bfaf88
VE-0090,Critical,cd09461ee7319002a9ab269916a6fde60a0c84e803fccef9aae72f05701b1271,495fc3a8df1fb5fd13e0af4c487ddbb7a00c237b2202fc4f169ab62c7e944478
VE-0091,Critical,a49da2453a744af49f4302cc4ad62df653071e7fb0216f53e046a54906e47528,2eace9235e9f3502820665d0106528034d34150b5678621b2c1d7ad4904d2b09
VE-0092,Critical,c4da4913c0d9b0ae75a75b3db41d4db441c326288349ed46417b089e303c7ca5,c6ad27963a6b24093347b630c8685c820f6997ed080efd91c9b9943eda77f532
VE-0093,Critical,c0ab07880755f38f8fdd2b1ae5742f09aa937bb3c93e38c50167d626c0f02b7c,11c8162b82edf9e75375fa546eeb3945bf0d13d90d8a535835cd9713b3c2463c
VE-0094,Critical,6c89a46e1ea612c24836bd655f677947bea730d2f9a7ae4e5254fb6ab7ff15ab,c3bb81111b86fd95ae5c5a0e881e7aaf634ed3966872df9c8d1d3a1e5d5327e1
VE-0095,Critical,b35cf2f2413232f436bc7a909332c61751cb19420540f6c3445baf27dd87b738,cd05c061ae9b45005506463f9ef345a6cb63f3c63e3e3b6e2626ce2cd6fb0f1e
VE-0096,Critical,78fbecae355085228dd6328dfa99878a3342b0e848d14a443a41311039029bc1,4693c49a70b299cd3d8a227314ab72910f8382eebb1ca089a1341f163316e849
VE-0097,Critical,6dd011f0c7333088d43cb6796d0747cc6c7d0eef64a2d90ec46a5161750e2a86,6f5f02e053bf91c932541e44d3efea4bfa9167ed8cdc33ec2877353087b60034
VE-0098,Critical,b8a914880b7d2b4c02fc3a0b5b13014562f48c22c7c35e67627c8a07bd0a1d31,38dff46da39b4665ef172efef7e58e0fee8d5fddf0b57925cae25266625fecd0
VE-0099,Critical,2913e59740b39138bd2c46b580fcaec1db0de7d9e8dad9b24b213f2e2b290227,e9906100b173be80a2dbf5324b6d76a1dd9ebbefd9ded2059acb56fd87f12f4f
VE-0100,Critical,eb92d138ed2bdaa5e2e7ecd0c9d146150710a68cdc05ecc85d577c9331991985,79bca74c27c928c91f64dba89b1ca641b10ef4e10cac507f77dacee058c82e83
VE-0101,Critical,6dce1a3d34f3103fa23684c9706ff03595ba211fc88d5fc2e560f6472487498d,cb0615b50b1575ba8791ff3107719ae5a80cd4a8c0520c04d4cb49718952b6a2
VE-0102,Critical,3cc4313b417d829e281cb2376d1e8a34ad6c3f87a59880602db8b37e5f0b1e5f,1641faa57ce92c6ecec07a6932c23a6f5ab3d49eab4e5d4b9f3c92b1bf516b79
VE-0103,Critical,10b62c7e5196ab558293f42258cfe0ed1719ee7f4c98187daab54588b2f3abb0,a03511e09d45e5875afb28ceefc69549548b275ddb68d2eaf20025816db9f857
VE-0104,Critical,6b0b695f0b74ecf133f4aa3db77ea7c05666a8ec593138a382032443827151da,d10c57514b63e95ff7d687e4dc0f7e374dcc09d4f29d6924faea0d558565bd08
VE-0105,Critical,af4b4366688175518b366eee610fe72e7fab338b620cb2e0a26eb4073df9d6ed,d1a77d6537220f08a265bb504bc5e99beb5ca566aba04f0f33415e10138d551d
VE-0106,Critical,94970afe3341f9e50c84c4e917bdd925e54f6dfd9895715d5edb65162ba2df01,ca139a94759b14a2411586b047d87c3b61e9303f50b71b086fbaf44be67a4a48
VE-0107,Critical,73d33a2b276db5a141cde02a40be582c8d11a836982e8f916e773c718f389246,dcd18fadbe7844eb0868dec5430d88028ad0e5ac1fb3230202be3395708b2ab9
VE-0108,Critical,7b6534ceeedce6299d4042a6dc9af554f8e271515e08f0581189223e59c358dc,b8a40f4bff7161596cffd6be25a864e59048b483bef5d2a35cf1c5f8f4c93149
VE-0109,Critical,6a72cf484a03d72c06137a350e52fa9e163337e7dfb256ca8c6af8daf396b8fc,c6dfcbbe4a693123ba83874fbd86ca2ece30c5b5c7f36e4180ef445a9cb493e5
VE-0110,Critical,4f524e6295cf14f19a7b6a3fd50b9af1ad7a2fa2baf4437b826435799ce88e2a,869d18199457a799363a56969f5260e30957b71e909ddbd3a6385263b4fbeb4a
VE-0111,Critical,9d92bedba362a7e79dbffc388ad3960d9dc385e640a1c5e071e432ae85e3b4d1,201349abd7f5e83de1457f776f65a159bf0fb863948a6ed061c64f945e5b162c
VE-0112,Critical,66e564f7f72b1b444e020725f9917478333f612ce76e9b7b181ca4974a2a91ee,1828e027b41649df415240509ef3cfc97f2fdc82735184726460ef59fb77db8b
VE-0113,Critical,6baba38a966cc9f2e20c1d3da159e837900b2ef4f2e16272729ccbdd5e21cc69,d976cfddc786441cfeb407c42505e6ff0c1df886c4ccab13f6a2de8bd54ecb3c
VE-0114,Critical,053fce989dcb288983ef90b27cf3a4c6b4de0a934255d879f87a81689900cebe,44d84e87c2cda25245083d62c5b308fa8bcbd3709fc8a864df8d8e62d1c193c6
VE-0115,Critical,82a1c5cced2676f4ef97aaeafbecf52d2541a0e6248a8cafac524241bb8ef922,d58af67bd1e7723595131703c69a9a127295a75df77209bd7e65100fd5919bb3
VE-0116,Critical,1a0c5eb4c96c86612b7dc3e7843ccc721bf26a9fdfcd195c40340ae44e76b27e,2d22c7b7a8f47007beaf7341f78fc302dd1b76ec9154ccc90f1b9a920392e4a4
VE-0117,Critical,773297d00acb80fcf1597414f3613e58a76daf956225204a8302f6e328cfc693,be483a8fe94253a67b260f2aa5c8f418145d8cd63c1c7a070a0a404030b5c09e
VE-0118,Critical,cbac957f6c6a8847460f5c47b29dc12ea8e5e93a602a36fec24cd89183640e3e,bb5ba77556a4c00a5f00869f485d261e091b4cd0230cb365b0f53fb50cc00677
VE-0119,Critical,3f2b8395ccbca6f6caf36e4bd0c7cb748a4da5b99a97770ebaa2f89a835dcc52,8d229fa62592fc5de650d704085450ec5da05cdc5a51a253d46011179f9039eb
VE-0120,Critical,7a738da1f2e30112b9cb67c59c818e0c73f5721cd102fcb57de8140f9462ab43,3aa833d7ffb83af51982d671403e4bceefcd8a83446ef0e2f891764dc9d86762
VE-0121,Critical,1f9eefd538fb974d6e68e32cc5c4bcd5cb0d0b6e32eeba91b997135bba167bc4,814066ee72cb1810dba1570a360d7a0f84547454d5d56ce5eb9b9dc5fe2a66a4
VE-0122,Critical,f7a53ff3d18935c7b17516f901eb7ae9d94b0fa0125a684896f6877bcdbf3fda,c6503b24fc35b363b8fa99c09890d478a3ac67e56816345d8523c5b7cbaa701f
VE-0123,Critical,7051ea0e322e6017691c0716cc8cb8a0ea2a1fc5b178e4b23ea470daa6c794c3,923b69c4d748cbb8fa15221c9ec0edf4745342834f6cfe91034310f1e11f7530
VE-0124,Critical,a28a0d16801909b27793c65088e6fd910afb38a43a6402da06c8fd0ac2f3157e,1cd6d9b7b8a83a6ce015ff1bef82fa2f8487a4fa9daffdaa81d2fdd67b6e7341
VE-0125,Critical,d9dad6f7347bc4d92d84cc3d2671feb81b264c44036ceb447d73e0ce462b0402,04abac1137cd417b66b984c0238811dbd12fbe701843ed2b9f0e5dab6f206ff6
VE-0126,Critical,41039f389d78933116cb53680019077f82407dd138e1a74545445e936e4bea3e,1582c929f62887fad269ca54f707a78d9847e1f3f8bb0669b84a085ebf537746
VE-0127,Critical,ef20f9768f47260f42fb0a8895e8ab2f9725a87dd54f13700dd0f19a875956a2,646c7b833448860c1e034bb2c48ed9ea4a9099d617268875618944e9574b6b5d
VE-0128,Critical,1a9bf3107430a96b522649e1699788254cac683312535ff51d5c616c6bbabca9,ccf2a07f40993d2a13ce0533bb795ff3e4bad79ea508404a473542359677a1b5
VE-0129,Critical,5f717fba960daebd0373ece7329459937a84671d66d7b98cce235410eb05ba89,c29d0d3aaf913be7f8a0b911e9ee355b6d98cf76cf93a48988e7cac24233afb0
VE-0130,Critical,b10dc10416a625f26c6a369d3f4303452ac85fc291b6014b9850c2d790661e0d,6f11119662648ef17625852855ffd4b56f7f0f943338003dc735a96b2acc7d20
VE-0131,Critical,5d5f6592be8c75b3acd393328574e6c32d6c64cf469e2f692f2d2609a375fd54,b8b03c69abfd6b5078e199f713887d10dd9beb6cccedf7dd8d277786b6b654cd
VE-0132,Critical,862d9ea848372711ee3eb043dc627d2d32749eea8d4373530fbc2697b420f2b4,fd45fdc39bb82a40a2643e8fb22fbd60286bca8789c2e54cd28ecc7c0fcda4c0
VE-0133,Critical,cf1b93bd0d5e268fcf1af8422411550bb5c8b697c8740217de10858679f7578d,0ce76b8877b4ecd9ba4db803e151d872e99ee441d43407b0687a33395f6dcf35
VE-0134,Critical,e017c6c20001960da543653f6b9faa38ff9469e8047c46bf08d87328c807ef98,a93ac9f00c0a7062eb5d593f724744e8243075b8e126a788c6d563c0379c9d90
VE-0135,Critical,ebe54d9679c001bfa4d505ebf7c6b910e4fe70a53623ae716488f91d799a515b,003c89e7216d8ce8cb55e77c46ae65aa4bd28ac3fa4f55b4851410f3e09a03c4
VE-0136,Critical,8ad612cba75adba3e4446c796189dda1e11a06d6f149aa7a507fd200e0a16291,f56c62ad104059330608404e95835ffba3d4a01ef46e4a816577ad72483fdcab
VE-0137,Critical,8500fb4602c70b2a6bf291ab3552649fc8d1b85e74177f54ec119d2c49b7eb7c,fcecd197ca6e46b5629fe2a4fb4eaa09bcd5e3313612fc9d01bfb6c3db598622
VE-0138,Critical,9ce2210a88bd43cea659b473853bbb8ef3f3b87adc16e4c9b5df4f75c38cacd0,61320c975b413d1d43d98fd0b6ff8a1928890a2b718382da7f5dd36fe729215e
VE-0139,Critical,4d42f5132b0680e6e9c0bdd915306bc8e886d68498f4aa87decb097b182e95a1,ab918042f9fb1fb260c3c5abb49a0bd36a2da34937a461c70a8dd63a6f4061a6
VE-0140,Critical,9bf05ecfff222a9bec7e02411e6574a24e77d22cdfd7f8fd419ae896dd6ac97d,7affe7876fa5d2740f5b2c5588f91d65a958c577088309950915207783afc19c
VE-0141,Critical,2c750cd63f1e21096debbb9d775b2622581cebe36132a141cbc63678ddf92784,2ed7bed7a2f07c2571b9635f3bd692abae752974dd4ecb24ff694024505616cc
VE-0142,Critical,b7fec963ca2f3b6dfa1de544dda9ad19cc42ea7867637e303c88152b6b5a1eec,14555d313e924dbeb914a77d8db7f0a89b7f3fd52d31f1798f979ee2a1ef75f2
VE-0143,Critical,af174802fc032e0c6b5c49e096c62ef74a9f6f6d72499b0f03d17a878263a99a,35d512f41bb984f1ac0fcfe368f07a76d57244272090c3f585a9533fc44a4672
VE-0144,Critical,b01c73f0717c61ca9c52933721cd8cf817544632c429ea97c51d9b90a0c8253b,9ceaa806097804ed082cbd425fc99021c9b2d875625421f030b1936ce0ef5596
VE-0145,Critical,f53e10e24a13af451402e2b17f8dee443abd3ac8e335cd4ef5306549677ea7f4,4f50df902281937b70939d7f8ea5aa2d94e6c384114cebefde1754324102a0e0
